,code,date,ma5,ma10,ma20,ma30,ma60
0,000034.SZ,19971126,,,,,
1,000034.SZ,19971127,,,,,
2,000034.SZ,19971128,,,,,
3,000034.SZ,19971201,,,,,
4,000034.SZ,19971202,,,,,
5,000034.SZ,19971203,,,,,
6,000034.SZ,19971204,,,,,
7,000034.SZ,19971205,,,,,
8,000034.SZ,19971208,,,,,
9,000034.SZ,19971209,,,,,
10,000034.SZ,19971210,,,,,
11,000034.SZ,19971211,,,,,
12,000034.SZ,19971212,,,,,
13,000034.SZ,19971215,,,,,
14,000034.SZ,19971216,,,,,
15,000034.SZ,19971217,,,,,
16,000034.SZ,19971218,,,,,
17,000034.SZ,19971219,,,,,
18,000034.SZ,19971222,,,,,
19,000034.SZ,19971223,,,,,
20,000034.SZ,19971224,,,,,
21,000034.SZ,19971225,,,,,
22,000034.SZ,19971226,,,,,
23,000034.SZ,19971229,,,,,
24,000034.SZ,19971230,,,,,
25,000034.SZ,19971231,,,,,
26,000034.SZ,19980105,,,,,
27,000034.SZ,19980106,,,,,
28,000034.SZ,19980107,,,,,
29,000034.SZ,19980108,,,,,
30,000034.SZ,19980109,,,,,
31,000034.SZ,19980112,,,,,
32,000034.SZ,19980113,,,,,
33,000034.SZ,19980114,,,,,
34,000034.SZ,19980115,,,,,
35,000034.SZ,19980116,,,,,
36,000034.SZ,19980119,,,,,
37,000034.SZ,19980120,,,,,
38,000034.SZ,19980121,,,,,
39,000034.SZ,19980122,,,,,
40,000034.SZ,19980123,,,,,
41,000034.SZ,19980209,,,,,
42,000034.SZ,19980210,,,,,
43,000034.SZ,19980211,,,,,
44,000034.SZ,19980212,,,,,
45,000034.SZ,19980213,,,,,
46,000034.SZ,19980216,,,,,
47,000034.SZ,19980217,,,,,
48,000034.SZ,19980218,,,,,
49,000034.SZ,19980219,,,,,
50,000034.SZ,19980220,,,,,
51,000034.SZ,19980223,,,,,
52,000034.SZ,19980224,,,,,
53,000034.SZ,19980225,,,,,
54,000034.SZ,19980226,,,,,
55,000034.SZ,19980227,,,,,
56,000034.SZ,19980302,,,,,
57,000034.SZ,19980303,,,,,
58,000034.SZ,19980304,,,,,
59,000034.SZ,19980305,,,,,
60,000034.SZ,19980306,,,,,
61,000034.SZ,19980309,,,,,
62,000034.SZ,19980310,,,,,
63,000034.SZ,19980311,,,,,
64,000034.SZ,19980312,,,,,
65,000034.SZ,19980313,,,,,
66,000034.SZ,19980316,,,,,
67,000034.SZ,19980317,,,,,
68,000034.SZ,19980318,,,,,
69,000034.SZ,19980319,,,,,
70,000034.SZ,19980320,,,,,
71,000034.SZ,19980323,,,,,
72,000034.SZ,19980324,,,,,
73,000034.SZ,19980325,,,,,
74,000034.SZ,19980326,,,,,
75,000034.SZ,19980327,,,,,
76,000034.SZ,19980330,,,,,
77,000034.SZ,19980331,,,,,
78,000034.SZ,19980401,,,,,
79,000034.SZ,19980402,,,,,
80,000034.SZ,19980403,,,,,
81,000034.SZ,19980406,,,,,
82,000034.SZ,19980407,,,,,
83,000034.SZ,19980408,,,,,
84,000034.SZ,19980409,,,,,
85,000034.SZ,19980410,,,,,
86,000034.SZ,19980413,,,,,
87,000034.SZ,19980414,,,,,
88,000034.SZ,19980415,,,,,
89,000034.SZ,19980416,,,,,
90,000034.SZ,19980417,,,,,
91,000034.SZ,19980420,,,,,
92,000034.SZ,19980421,,,,,
93,000034.SZ,19980422,,,,,
94,000034.SZ,19980423,,,,,
95,000034.SZ,19980424,,,,,
96,000034.SZ,19980427,,,,,
97,000034.SZ,19980428,,,,,
98,000034.SZ,19980429,,,,,
99,000034.SZ,19980430,,,,,
100,000034.SZ,19980504,,,,,
101,000034.SZ,19980505,,,,,
102,000034.SZ,19980506,,,,,
103,000034.SZ,19980507,,,,,
104,000034.SZ,19980508,,,,,
105,000034.SZ,19980511,,,,,
106,000034.SZ,19980512,,,,,
107,000034.SZ,19980513,,,,,
108,000034.SZ,19980514,,,,,
109,000034.SZ,19980515,,,,,
110,000034.SZ,19980518,,,,,
111,000034.SZ,19980519,,,,,
112,000034.SZ,19980520,,,,,
113,000034.SZ,19980521,,,,,
114,000034.SZ,19980522,,,,,
115,000034.SZ,19980525,,,,,
116,000034.SZ,19980526,,,,,
117,000034.SZ,19980527,,,,,
118,000034.SZ,19980528,,,,,
119,000034.SZ,19980529,,,,,
